AuthorId,PaperIds
268659,808207 299297 
268885,171070 2106331 597400 1157138 420305 506607 1336714 849288 296742 673507 1255520 1787549 483759 2233172 444649 
269753,2180895 2258683 1256247 1252085 1697396 36659 390194 1921520 1847842 807009 1143904 1787359 821278 1049370 724633 1465621 346002 1167120 212303 2246477 314892 37898 309640 2062469 656641 
272882,624914 153791 303490 448552 191223 1016405 958230 73357 1515109 1397025 2104902 798967 68384 1387285 133898 248520 342139 199474 1382888 1061766 142786 766647 1270901 1304765 722536 622810 744677 467309 989785 1761681 1566335 1163673 2126122 329680 2206462 1689471 2183672 1835254 2152436 60403 1358066 2044656 254333 548590 1991405 1654251 393706 2040310 1861859 64763 2227578 1448666 1295992 1423823 2072354 88775 691476 1706433 141758 598964 1255726 1878192 1085359 670321 1090630 1805730 1067970 1296796 795035 395673 1518744 109972 2080656 2093451 1124736 1008916 373624 1119631 431000 1992305 73840 715375 1310060 935274 299203 984311 1303640 1608278 1808468 1083987 1700690 252497 2065228 1856074 188300 799558 697483 1307456 138808 1951799 1467444 1888989 1945902 762930 16118 2193699 998946 912927 504597 814356 2021393 1964559 278793 891143 1703510 769975 1234529 2201283 1561907 1910393 1416241 1204823 537025 556922 2191717 111485 184773 1062662 1638192 1992399 2059212 2092023 1458021 1280276 1139870 796570 1765519 1786252 1085163 97409 570216 1969423 2126155 418881 1021246 1806140 279070 957208 1232402 676364 502787 
277337,2042621 1822955 8528 2189009 1913162 408459 1791037 1558567 2052512 646047 406912 1505493 2099326 1550163 945657 1628534 1982334 1500755 676595 1517938 1169009 2192622 978412 1252584 2191591 1087845 1452771 1917408 2191498 831449 752341 202708 340259 864080 50895 377933 1940428 1991243 1846732 2256584 1749446 576836 194 1598827 2137148 1385531 17978 2020152 1090614 510005 1298035 417994 844720 908078 1891244 252074 277926 1277861 349091 1472285 2154652 545690 383381 757571 351760 88075 1564938 983148 386180 1234051 186114 
278067,1604927 1783869 394874 394041 237368 1250935 2220150 300001 239609 1728637 1532846 1777426 997483 539432 472869 1428259 1443681 481758 333725 2005665 30679 40210 108752 1022829 885132 1573593 2152737 862598 894966 1141572 1424067 1592064 2241890 574233 1434068 
279011,841381 75102 1293949 455612 551748 1269047 336118 794649 859793 526829 971562 680649 1896678 781878 1202916 1773987 
279195,371360 2150165 
279210,310770 760889 1835603 109247 1826877 893558 1435879 1802975 376823 232558 2149773 1954157 390892 228623 523167 1936137 165821 1325084 1966804 1734323 1619880 1117693 1859969 1156429 1901489 1490385 2146936 1462500 727745 751890 1884772 1310816 810945 89095 948607 169453 862931 949971 1806828 1027342 1876392 3571 435069 738828 1628146 320987 387780 633414 1113869 1316786 201910 2036262 748899 425172 97265 1717735 1243129 524565 736669 2185031 1151005 39800 416011 1200533 1397074 1717195 659050 972652 1647001 1364986 1732825 136779 96551 146713 723206 1228666 1180170 1422862 1157791 2121730 227356 2232050 1150608 2215716 1920741 881011 768551 20599 2131272 653200 1760657 812308 945257 969964 1471969 1316234 2048104 515405 264313 1644171 2187397 1407793 933818 1532404 1532771 1150754 392278 277177 1042048 983810 793094 845747 891550 1914144 1943639 1625630 1437848 4944 1702777 494569 1081810 219355 481791 1140708 1600401 651256 970066 2136045 1790954 604137 626785 2097867 36836 733663 1799247 635866 1097689 662996 950226 681970 1653199 575859 711626 2074901 1118658 502208 370622 1146810 1565113 776630 2188958 556468 1176647 679153 719286 1664419 1947632 178993 1832472 1450395 1879447 1037206 702357 2254228 689151 1491858 1578477 1142594 766347 2172809 1435512 1917812 1159539 1062258 1206760 1385323 525156 316256 297359 1556826 1815897 1562456 424824 2118371 659793 1403216 1531727 655182 150583 503113 1273670 2097973 1412234 1130812 1147707 2026648 772921 243509 1132851 1550641 2050350 2028842 813864 1412390 1970469 2215288 1542429 205084 2064155 29978 847125 947987 1309964 286986 2108680 1805058 860413 1258039 1176814 119531 1333542 2172539 1417442 1631966 1978074 1720024 264057 62677 391377 1709262 1878732 639690 655559 462760 784578 1884960 764820 1508024 1614006 1825973 495796 527538 1767089 487600 28189 638066 83628 716455 1960101 1669281 1137312 275652 1634456 1558167 922261 1446033 520898 1026186 1194631 1739910 1305730 1547905 1363582 1752700 1585275 1526899 955506 2073193 483425 2106462 1217117 313435 2230873 883982 1694803 433421 870412 569415 1365058 1155952 729150 941322 324156 1824777 1349172 2101809 832048 642484 1188388 1510946 1294881 174624 129050 113176 816876 1117153 1441462 657417 1634820 919042 1733121 
279618,1784159 2209987 2096826 1297990 2078176 558301 1376557 244347 1839534 1148999 177249 2139151 1596841 372901 
279837,897000 1126397 615074 287266 1304949 2092821 431324 707504 1468414 1536171 2130143 1167781 1754460 1258438 982015 342455 1565014 1379676 1033083 1304406 255619 1820257 1705605 755234 1874445 2015421 1648657 1422617 224811 1967568 1961606 347919 1190967 1253849 20232 572577 1037777 236504 1236633 2179994 501273 120831 1318953 1893705 715941 628060 178654 1736537 424049 361055 1234074 1225214 1568254 1880833 1368574 1758125 1992020 125956 1999832 565312 1768014 535166 1327615 1374196 257009 1585135 2151405 1788906 263145 2173925 1248251 1467361 446303 645085 666959 783321 2181713 626645 1047508 1768401 1763280 1013581 1414921 1518537 1495528 440257 935872 683965 855996 75707 2244827 284595 549809 1750958 414630 1252261 1290395 1774498 925599 714654 1861786 7064 1459095 741266 1374701 476823 1064838 518019 930690 223105 82803 623080 186223 1887085 1585639 1069930 302953 848744 1930086 2063204 1443131 1390434 149769 245134 837263 773970 93006 2099021 1358476 359239 1958725 396100 40769 974951 1419071 2098441 2128697 1561398 2055646 1132339 1056957 1318365 101343 1456859 221147 668446 138014 544047 2095898 275224 973590 1186580 2075408 195511 580363 1554185 1750790 2064133 911106 1193941 101364 665069 1521398 2053873 1901989 1999143 526058 2232039 1296166 706276 973663 383440 1521103 924378 1083095 1867478 1289937 752336 700110 1982156 2245239 1340105 402118 1769156 546498 548539 1005241 528051 1535665 787877 1829548 616903 251561 4776 214693 341664 873119 1279643 1166617 1403542 755349 781972 939928 986221 611980 1447563 62088 2249351 263957 1706615 1072754 1938032 931943 2223718 2089773 1321566 1223439 1317134 636499 878162 2227786 878375 1323583 164410 1051193 203319 1329717 309812 1424946 68360 988828 1105842 851498 606761 1748520 591399 890406 652038 107044 829987 1269698 185828 1208861 1252891 233265 366339 1458434 741898 558601 538120 1770241 1169926 513537 924159 408060 1670650 1004095 749047 13519 267858 148972 1128939 1768937 654824 450022 1556560 864735 1036538 207322 461271 539214 825811 1307090 1691087 1265100 1727940 344651 1885634 1750432 2008512 671162 2052535 1320359 326048 820387 1154462 680347 181657 712087 223638 466840 150928 923022 1645062 385417 946565 1744260 2213249 25984 1534331 1128826 929145 745841 2111850 2022760 912743 1003167 1447311 784100 1678671 32073 1243464 2249028 1887115 1718591 1370429 767292 1036511 1414457 1702190 981554 761132 894247 441635 797455 584990 915147 1682710 645336 2137133 1234190 375053 505098 266284 506582 665858 1252565 1663229 1202945 1003561 1018102 390386 1341503 2014435 639013 319710 271580 1795291 1178840 1227991 714965 754900 2063567 1932490 2251977 1683927 984260 1792193 81086 1707197 1694751 1899706 1375653 1581238 2237620 1985714 494765 1839949 1603752 1527975 1685669 40096 2204831 1731742 709787 780438 2086036 1092754 1161069 2099335 235211 983169 1407104 2253951 285822 1204342 1849461 1556595 765040 1032303 493004 688234 261225 1264744 398439 137622 560827 1465439 790621 556124 1504347 715860 227408 1629197 2245707 579658 555080 954439 238662 434245 1766467 342079 2145341 626747 386106 1592500 1055798 68654 717868 154667 1894440 1471527 133157 417826 2110496 1040414 2204699 1555481 204819 1215451 571405 668681 881670 635906 928813 2139126 802509 1474389 2042780 2180904 1564091 780713 751760 2131004 543205 176431 668221 704280 355968 926675 1580026 1859574 1711505 1751022 924424 1009613 1977282 1871807 7156 493490 194476 1997738 436892 1055048 1122454 895636 1710737 1900173 1662792 730914 1538857 504113 1771302 1128043 1890060 1588995 1822724 1450719 1561308 168650 2208446 2108085 1353092 1859228 751245 1967546 1145436 2091601 1835788 1335876 954123 1112604 1158673 2196980 1226321 1914340 989660 2224584 229831 2232773 1570227 1473963 2205096 764326 486818 416149 41359 679302 1387906 2084223 916848 1253740 219492 1251265 1663034 163157 1896675 850818 1243873 483633 1948038 181499 85242 580853 512228 1266913 737007 468683 713922 1783838 1026223 1134755 62625 1126525 329844 948333 1790050 1762660 1330229 371764 932895 953362 891053 724999 121515 1418241 
280510,1922941 1748540 191354 546679 1961491 1937138 300145 465647 255086 956642 2191301 2060099 2105434 845276 1802779 2042842 956950 730300 1713814 116130 638327 1287305 2050184 312133 550340 539971 123520 1005823 1734198 26928 449897 1257027 434256 594259 
280919,1117480 286134 589082 1984974 797688 471399 845696 1342063 238378 1493210 271346 1612799 917759 1814129 1608500 1045361 1391340 1006775 447079 1581923 257055 1559515 1276821 525713 1885228 1386443 1072521 1441154 
281802,887849 537826 1778909 1278427 895694 1293267 517198 352162 386358 17314 785820 1286413 420361 1622387 65393 2193262 756844 2195175 823139 2105057 2201184 1186527 2157278 1168217 1407568 1209289 1746248 942022 183872 2201916 1578170 240691 1580850 1700014 2104109 519210 732457 2206394 550054 465061 238881 1466521 1746456 1390258 243310 1802259 1050256 410127 1589006 
283725,1340085 809150 1686749 999708 922971 2229905 1341462 90348 1343028 1275826 412689 1785006 395918 1360973 718444 1677228 2075809 2032357 139042 377473 1352373 
284338,289213 1502524 2168570 1762617 88694 1694241 359921 1432456 21551 2000989 1409453 1377639 1421921 1235397 2001053 709423 632602 1071572 435217 12108 1102475 24716 1013320 962247 1029893 
287926,1876803 1622771 297063 657233 1493219 1517543 490696 1590665 1510019 325631 1293950 693885 1804668 957430 840254 1928043 718577 1942509 1519465 2072136 577253 440058 87003 339924 508856 182222 1341771 1672394 1764164 270531 1273793 1626304 1009727 1100990 767547 687435 1143736 241206 2155701 5576 31152 2143790 1370792 1006118 1315491 576930 799520 875039 1577374 1158685 829724 1501979 2239812 608407 155843 1473042 2226960 195087 1326094 394635 1119754 1925385 806465 1414010 1708804 1257603 
289075,2216100 369110 1661639 1331998 1424596 1637290 952873 134367 1251525 112563 1884166 2173135 1899736 259134 1088416 1520037 1159848 1282323 1428723 526698 331387 2062280 182692 1802237 1133951 193048 274793 467857 1622380 2167552 1853501 904275 1860880 169415 1690114 1507591 925775 921940 1519017 2140269 941075 485873 2157807 1855854 2048018 1143272 1488485 1088865 1048032 2006236 1209465 88533 1285203 1787985 1073102 275274 303690 1389001 173127 1168837 2041863 1092414 64317 70332 1589946 96953 1182775 1421874 1919536 247131 177824 2189722 2065817 1646616 1794286 1702162 1468815 1104653 1881994 312199 138757 2071812 2216491 1717121 1292032 
289691,1526065 1745093 1085341 1430531 1924512 
290446,1914813 530377 2184235 259513 
291463,1805996 138007 492389 1636162 1340432 1807805 1035820 908313 1045895 
294244,237479 927374 1902042 1161566 622020 1414366 317099 11432 1282215 1681318 524358 253593 247192 1544853 21902 1389178 1095029 1059443 1883749 1964132 2033504 958047 291166 1829129 422746 2076751 257869 177734 183617 2038832 1819438 1765127 2162012 1874459 1217544 1756929 149763 681721 824567 2201590 682484 119025 1305920 349587 992743 2058469 721019 207070 1441914 432847 2202632 1894097 675791 1990093 2506 971464 2024903 2107979 2103490 13760 1575358 778171 262580 1253235 2181704 276655 590619 1438960 1417115 2055577 713619 1963917 1618572 849546 2076040 1847426 1111104 813948 1627259 930424 964713 51175 985705 970086 194145 1450072 3470 834683 1367633 652363 547912 1700931 1413696 406846 1358175 1231417 1688887 240990 1487924 374834 1878024 1465647 1186848 1351454 2111260 996424 1097238 1215576 793730 2217481 392406 219394 457473 
294256,1139490 665357 879995 99102 1960044 1313489 975930 93563 1939673 2118224 1311437 2240972 1660863 744506 725432 1240118 1383601 307886 1536049 1063585 1473693 1559196 688780 718468 51455 1366523 354419 441202 241388 727655 1107930 1673553 197581 1149122 918328 1226610 724652 2025771 90920 2028838 173344 2210452 837394 1391115 820871 2167942 954923 
294829,1667564 414869 1858112 3699 943117 471318 1368165 1409218 1552301 1254183 875425 1510517 1421155 1242204 178306 68880 246193 1179851 2100347 1027086 1464660 368072 1477874 32415 184319 1374717 785916 2228730 1527636 2106872 864754 2135022 1179629 939500 2258411 1508348 408037 93658 97241 1989080 1731026 1335757 443850 1181128 636352 1578428 934431 1070519 1699762 1102255 1365931 286634 511913 1474984 1058727 1328029 1233820 1699739 1172378 1814423 11666 1094030 1906572 278935 688516 858860 323464 595331 1788290 2052718 2174327 1701748 1370482 556909 1226086 1981877 830810 214360 560464 1943372 896843 2159944 1799494 866544 387225 1002294 74544 1334063 1568046 1697577 1893157 2023714 940315 2008857 1239315 732944 361741 891147 46294 1572098 136441 487660 1230053 580323 2113762 1305766 207068 573147 1608409 39799 170192 795846 300741 829045 91324 1085471 757945 969894 706246 1310706 1736352 804507 892569 1998488 168076 450693 1177214 1286256 54382 71264 2164318 779357 108111 1565257 412230 995397 731204 1161795 1087901 1501246 1314877 2047018 1969669 725534 1425947 32173 664587 52744 2139142 289282 1410895 49181 1949791 372149 327914 1654000 605301 1463390 825786 63526 1626838 500856 319613 1398567 2153972 261610 1179601 886210 1697217 1575860 307588 1878855 1810752 975167 2018591 1663739 1198033 1207002 544472 2228950 1000115 1290399 238182 2189919 1206873 400472 1044051 1066050 1832495 145454 1961516 82949 
295135,104010 628177 593325 1853982 67437 1982684 1081943 1402628 1112643 
295144,1964397 2149805 444809 701362 235808 387938 807567 285746 1559953 
295431,2255671 1901045 494310 2094631 948161 1752361 684797 1169134 84112 102420 1986706 1093706 628152 811635 639342 1131967 1624371 1745388 1974615 2032028 295795 1608790 1466990 524179 254541 577547 1743809 1240683 688637 1260925 1447703 776752 929447 406171 361303 1073806 1480396 1730950 1223178 
298303,1794991 742689 1663517 2215957 1226521 1223907 209533 255350 1551474 366954 2033618 794253 2227143 721014 2095417 2046005 1723303 273189 2204185 1620117 1879187 732165 1157908 100349 1997758 2237950 805668 1107440 1329988 2130170 2173588 206840 1274110 337555 614675 401140 779026 1928423 1642214 324320 918751 526201 1732822 1381075 272253 1825351 1526782 948487 417852 956474 1952183 558087 1655318 1853865 1381366 317088 1482757 1395992 55574 323346 25869 979721 2104583 1434628 1500931 
300081,543557 1832350 530358 2065662 2184544 670920 234437 1946805 1679924 642992 1096869 807459 2052509 1901327 1496844 2098697 498568 2164869 1550978 1584973 1553044 2133408 305043 2255441 2093706 58747 2236663 1759862 882159 895982 1877732 889691 1337669 299969 1697462 1315115 668970 42409 2170280 1442470 17954 1525024 1051375 795793 2084865 
304370,1918799 756222 1329097 2203950 1397161 1237544 1364455 1957156 639330 68704 868063 916510 512795 763416 1560718 1978259 410385 1293774 704395 541513 978824 1036545 1091204 1071554 437761 727872 
306838,1137002 1262210 2150616 538967 1649293 1149871 1659455 570747 1043412 1596012 1564753 1891907 1339543 831819 790527 801254 1394939 177914 695544 1327112 1925620 634867 91885 1703398 1314280 2132455 452070 1689572 1213307 2098914 930017 1522139 406163 698833 96720 2035345 447421 588278 285940 285365 1606003 464554 2132227 1179555 1207818 555882 1144234 1191049 1639062 444307 990604 1819275 1730185 541318 890753 1430117 1045624 403786 1868350 710259 1377085 728128 544359 1913446 944226 2175073 154719 1631324 317007 832844 438346 628407 1114422 973888 639295 1923133 602939 1002547 1842731 1515817 1682728 1385255 2255908 1920033 232477 362159 57370 606997 1520387 983256 655885 275210 1057800 151046 1156868 1283587 419329 29299 1464262 901152 1457840 1533980 509865 1220173 1822383 2147569 2110006 1846055 1999665 690902 1753557 1077202 218063 25575 1041610 1633475 247456 247488 1879487 1619786 712631 1117618 816561 2129837 1186732 269993 651422 231069 1047703 1467759 1109016 1101889 165764 849643 1807461 253821 1123449 351680 851276 1435240 2103918 382112 182374 484604 464612 566099 939602 265826 803144 630081 1656638 2216250 1355575 1032758 1205512 599344 848562 1215276 1476127 1938713 291864 1304084 1496588 
307885,2188926 370794 868602 1973753 753427 1831022 1917420 209703 1122627 364392 2149730 946912 300895 1651100 1767252 2047056 1808202 231368 1943841 1577411 2077122 1719872 1043003 1392698 1202230 1194291 1828907 1263399 1673254 574372 41761 1208857 2067735 443414 2215150 287379 1081745 1200011 283275 1339265 1759785 374910 1703759 2132684 403511 4649 948252 1574040 1430059 
307927,2115877 402174 1972925 2061023 558618 2187256 1970487 1679990 2200052 540714 440846 1649069 520375 479082 2230311 2017893 324419 717664 303868 1986338 
307978,1095038 1661116 1001271 707637 1114353 807148 451810 616095 2036055 1499349 1454612 337871 881550 2195530 2102020 779712 1575032 1057267 1443685 2174500 656356 1510424 1494669 
309308,1800063 742518 558591 2022137 1380856 1512233 1592310 2107108 807555 1047539 1809873 1307247 1324782 1803757 835178 2064745 2248977 2115812 52451 4703 1410524 1142233 344150 424531 1130102 1577933 469922 2173644 2007371 2184265 993991 554693 970997 321 584256 734399 731198 786876 2224159 620489 2206149 1310707 67186 2258193 173383 1928028 1355559 1704738 2086177 132895 1880094 1037597 1568751 1642522 2130964 1506947 1051281 1076749 495366 399877 497155 871810 140544 
310270,1745150 969002 1131003 1731051 822517 1975464 1973740 1632252 349406 1430741 690641 1805520 2137546 355766 382794 1475743 1626898 2106803 1429677 225964 1341096 27544 2162713 906636 1284735 548222 1358205 982135 1201262 2009453 1633297 430172 1447761 736335 1278539 1938247 1157674 942047 957236 2042163 610090 1690664 714269 69915 1260035 874769 774573 953613 1699338 830982 1285 1993733 1484628 12535 1367891 343250 719595 1046762 1862373 1311145 399840 823077 46554 859865 682968 1358039 926470 1191932 1805769 15555 192962 746689 335296 521660 1854905 2149303 2098358 1682357 1898160 231689 835753 1000103 607395 233887 119966 1536406 1858670 1190290 1649297 1422736 425614 521239 1808007 1674884 631531 1103234 350076 1478778 1353846 767603 1769842 2090515 1195119 1180860 1418088 1338298 1552481 744798 1907805 868441 695127 1333390 1076564 1319251 1103698 87118 407882 1417029 165954 717887 1890617 1624888 203831 1140790 544254 2089263 1135612 394789 128035 1234393 1538992 1462304 135455 1443612 1131801 2212119 1077526 1587986 1032464 2154510 1996812 20745 1442312 697347 1973760 782336 
310289,734263 301469 1184227 1870984 1434370 2182258 665281 175838 927063 11784 243186 1063117 1840508 1618410 1217622 2216484 524434 1055166 1493641 783863 565096 908304 7662 1545727 663189 1119239 2011237 1931589 774281 1119427 1524907 927767 360847 416478 1804296 1176455 2074272 326644 1003193 1663729 1398391 1674284 1717701 222634 644816 2004499 1167900 510185 1041544 676217 2142959 141232 1106089 266542 579862 1470448 11586 1926402 1258344 952749 659445 1860379 97776 2068130 1373903 1941501 1988091 1829569 2079572 812536 628212 538607 689129 1601000 2166275 1264101 1595362 742879 657886 1329628 817113 1100281 981163 2046931 1634818 1940642 1932535 1659335 1717698 1769916 1243579 2201018 2113268 426936 1891486 1997235 1957298 241585 271280 839086 1318727 658342 1363365 2027760 1520032 1768863 272796 256411 879362 2227097 460441 1569171 900494 562568 2190998 502145 1795221 1036266 2072439 1258868 1541097 888690 1519984 1235516 1987939 1235429 1285469 868700 304101 1333081 1366360 1320791 872276 251346 699215 523234 1161783 503692 405319 1564990 108337 1993008 1653038 1878786 1884465 1122598 2023203 1357601 2086687 1984282 1955608 672023 1919251 1594883 1001225 236295 711429 216829 2202875 745210 1718007 1661172 429811 397552 1303790 1399021 526797 499431 1229541 690481 1133283 488144 1301216 599773 20187 705748 268497 1711823 1255630 877767 1217729 1768637 1612476 913591 1076404 1554461 1073326 1664685 122533 1248420 98463 1382558 1214620 1182873 1580184 839193 1380502 421009 1386605 1371074 1256072 1900838 2006146 1312889 979057 1392752 460399 571501 453223 1498212 1478484 612281 1312853 1475156 1106360 262224 1951311 1085001 1935421 908348 2162234 100409 1681464 164399 1710638 181286 492580 1517598 482845 1864729 336406 1434798 1543683 539991 791048 1949782 1532441 1050627 1384962 640001 
311327,1337862 50534 1508788 2123495 515796 
311720,1985636 112409 2064767 640719 564989 12326 522644 1679736 1295221 927092 1311165 333800 1714129 243941 1521251 631393 1884124 865115 696538 1651033 1101271 239701 753746 678865 867791 1465934 1020665 1629769 1521958 1133378 1472703 1107005 369456 1258141 122877 1534122 683174 933028 1040035 1568602 991023 1127065 712983 2088341 258452 245649 274576 1120879 1161356 486538 2194566 509829 
312989,891438 839817 2081814 905726 88739 26866 1831600 1879875 1726345 1086232 
314409,499965 1204830 1374026 402882 1476313 
314958,678921 282522 263611 1214598 1105185 1555834 258833 2153576 423480 756760 2085710 1368579 513457 936750 964205 70764 975240 1918663 945635 1203649 
315539,1358069 2196008 299272 328611 1497857 911573 1547496 1361795 20507 1998091 2051924 1166867 506290 2187088 1804327 210793 1751943 1038054 281317 856164 
316889,1518207 1746701 1492802 1165307 2191738 931065 176754 1179379 516210 1222512 1088494 116075 895336 1557350 1633121 1034719 28126 1441146 2254684 304090 121433 1616009 13783 1670613 1088084 1048655 714445 165964 133450 377415 937542 1051461 83012 1744067 349890 614688 1500553 1862971 1626042 97592 1847223 1924534 105374 1757492 1266803 1813041 1325744 895407 2132013 628572 483367 1255334 1269744 1496739 965665 551584 1233182 1809436 2009754 290841 1368342 1263490 417929 543624 1970182 1058050 1427969 1870848 1746666 378136 
317497,1675317 481211 136570 2128120 98199 919319 943825 2022768 1401551 1515854 1759906 1275851 1538335 1833219 687042 135376 1757397 
318091,1108809 37534 1968640 2016109 2022201 1403158 10510 408229 896444 410075 798808 496208 586350 614476 223108 855458 
318342,1275420 1032772 
318934,2196528 294503 902146 1498231 29085 1042680 1411034 266259 358867 1414869 1826751 2063097 1451124 1581294 1210859 2225255 2026468 550372 1372695 1847445 415834 464973 1551880 
320105,1925343 314984 757857 1279423 700799 1587935 1920365 329964 570599 1501279 936790 755520 1791933 1923509 1498037 298163 665628 173466 1436947 1131008 896199 58859 328990 48663 583941 704411 1842161 607654 801274 1837303 904560 206810 168400 780363 1521610 1195707 1947819 1415709 382889 1529472 1655025 1547645 1123318 1731431 2042730 132960 2051791 1576399 1267150 453186 1694778 302761 1819938 1409029 1455129 1794961 1314669 479751 
320765,361958 89064 1060190 1085122 1994185 
321472,878751 1575901 420495 1402202 571448 1245527 2055188 321359 2017902 269288 384582 2180836 330723 1223777 
322941,243153 606499 2233727 1204731 861465 1095023 1276305 925630 357626 696470 320398 361353 870408 1111680 
323371,519923 
323717,1561429 1863330 2143792 1939061 1581236 1491243 1290147 1820898 1872912 2051353 2109444 500350 2682 1941752 1805278 2088837 2102765 1377580 2124522 468775 1801251 2015218 1560736 1269343 816286 1500764 447640 1939095 2247573 1940372 820856 1788194 2097676 1742090 933772 632325 73220 327554 
323828,1921206 1598590 715150 1891047 321592 16464 2050356 1720 645957 141854 1809301 226260 718669 1193039 15687 661623 1628556 749978 1857345 581508 1769345 1443952 110176 2079211 1869375 602569 1754554 815987 1559825 582497 791530 1255546 534269 1561141 1774965 460403 935264 1633975 1571692 683038 674793 1789284 2141411 587617 630506 102116 487000 1929559 1966678 1413589 1512530 1451211 1956170 910533 693579 748481 798655 2000022 1567659 1756597 2100532 412923 865328 1107015 290603 989809 4901 1191329 320032 570652 787574 1842326 1262484 1186705 336142 184972 414986 451009 514553 1520389 744835 
324607,194301 794364 523643 812039 1272105 953587 728177 569327 1483642 1628689 1378406 2106080 276701 1967064 1120241 536506 906188 919751 2142149 1285828 1188448 569658 2150198 1599146 718941 375725 37831 891562 823081 892657 915616 508702 838810 1112089 1738393 1128593 2108940 560778 1580803 1139842 463994 1391889 302955 1739965 229425 1354517 1500807 
325369,2128948 2166992 
327153,1809023 1841854 2095997 102204 1732603 1126564 181335 423509 1636243 497362 1905776 1710030 1117866 114599 350950 911236 1604853 1604064 375584 
327631,1727225 1643384 938358 207763 2130545 283756 1874108 2188753 368998 1708347 334175 568798 1486940 1934676 158673 1120461 788042 1579719 327747 1844546 74433 267070 1175228 1521887 1451834 787257 1932088 299959 373940 739676 1355173 2208036 305756 1468190 342173 86937 1786387 84622 2071691 986378 1996551 627588 928131 829570 
329105,1894875 1035906 
330125,43633 636393 1346677 1181243 1066966 134611 548407 60734 1327675 1734956 2221859 2074913 177662 2178042 958456 376561 2132590 701933 1958124 1383531 276457 478439 709063 2102160 1636681 877405 1539272 1053915 2150490 314185 1610072 743289 1788366 400140 150728 2109127 1964741 1267524 1317315 1528128 612829 1769913 1744440 373815 1791798 2154293 684777 364210 124232 651824 1673309 119211 36010 1686001 1988364 7333 1980964 1425954 584480 763806 1203674 649370 198936 1080727 557806 1340692 1480593 708240 1430669 1850380 1233196 1673095 1789574 192745 1136770 1703681 
331595,2054837 854954 344400 178170 393969 2039884 1988322 1554909 1921492 1945801 532934 440054 258236 1314233 1933726 2089651 652722 978608 966471 104614 323355 901278 1406830 1407116 1059200 848508 857967 361582 1866090 680037 117593 1551942 1606723 1625352 1820948 2003729 1848581 1246775 1360107 1945681 843766 788060 494792 640160 1657651 457913 1588469 2129640 570943 1163806 1228407 1120469 2117884 1860601 1377010 1819886 25069 280044 1875178 1091561 700903 752357 1804771 1583184 1760 1995484 1235930 1875672 656341 2168227 1670082 1804448 1920952 1846198 275377 1246631 826438 862624 374169 653204 276930 1645700 1473410 1828670 545649 821224 177257 1821280 1452895 1239126 145746 719074 1820492 1620807 2102596 1624638 785213 2218295 2137397 1116463 1263915 112220 1277222 1547300 1871395 1190434 1614623 1173020 928283 994842 1561369 2167049 1241608 
331750,1232353 2198652 1011967 1419976 593948 928997 1799004 1792554 2192831 1549681 1536749 661884 806630 623076 1732962 1520580 42576 1414591 1667490 1821388 1967434 537799 1375812 1806913 1860800 1264447 236362 2056504 1682869 1351240 995756 1111111 620842 1071911 242085 1983471 1525398 2002237 1833363 1457580 1867526 1738390 1795517 1541922 596506 1490841 2206848 
333573,886207 508233 875452 186351 228508 1800793 197257 48316 1368722 1584941 1868910 1656525 877260 1702475 1083465 1602247 197636 1345019 
334359,1758845 429714 1567848 606336 790938 1582641 2170211 26074 2217428 976081 1608911 1929683 2224844 148424 346309 715963 1570236 375920 1384864 1706671 1642127 1334272 1951675 2103099 359843 381168 1697939 847750 235122 1979034 914249 186292 2100892 728252 268277 301689 931320 639721 216723 1328366 1195026 1789640 1551655 193770 179302 1944034 2114912 537695 468958 1210711 2242915 1242338 17911 1692874 952646 1290815 198845 636220 1681978 1244345 1322548 1521330 587057 2251568 1024303 1803950 939307 869671 558118 694277 399509 752788 1608019 1100681 339592 1399559 890757 833027 
336683,1338301 1509116 2103327 1843592 1528953 1337592 153846 655665 1468464 598190 49966 1879800 1426732 34983 1090918 2039771 2159460 18211 670320 579104 81183 1576825 667163 1496664 1733527 1497238 1248014 256547 2197392 2124815 1681038 1059405 816522 916652 1352712 843463 531896 1793026 256803 2244745 1664632 342597 
337399,2168905 113344 177520 54882 1310534 110330 844746 2259007 474814 113226 183356 1754111 1305591 602161 535471 1571564 938409 1907624 855714 2129761 1884028 2001368 1469653 1522124 2131979 282435 1601730 
337939,1328810 405994 1109867 223629 374652 538124 1163934 1437465 103990 1705475 2255848 1613755 2078785 1426616 211390 1292590 968802 2239442 2093274 54180 801170 2056917 1432889 922581 396489 1887475 1420412 2132720 1646831 1919954 1716611 387819 487036 1139275 1423328 2047711 553182 230617 77783 1846740 1278159 1712334 1522637 711125 2101449 1632712 2114625 793283 853442 1162687 1954749 288694 1778098 1489835 2050729 893096 1035431 901792 901022 542361 217749 1930900 1746320 1264621 163906 2247819 1334154 1625153 1861765 1444227 800021 597630 825463 2109203 1170792 1406320 1924974 2077805 478056 1590119 1646691 1313936 1443936 1713245 507996 2121817 437848 1247063 2037846 1151825 591054 2136142 1092539 418999 916291 3900 1159647 864568 1257527 608310 2073397 1139507 19500 1490219 686121 2120735 180186 1285660 893205 1010691 1222897 706568 1641222 661504 1759732 1290478 441809 1488580 1743041 993463 1995927 2003266 1258048 767269 1332766 330766 1109036 
