AuthorId,PaperIds
634770,2141602 2124919 2091967 2027056 1974968 1892658 1732971 1708318 1654748 1648988 1576844 1572676 1511669 1304480 1245077 1164370 1151786 1140856 1006668 1002505 844227 547665 449882 350837 335744 263273 112882 4071 
635222,2125871 2068942 1389020 1230668 
635582,46604 966116 518376 593230 1553569 2255355 1901500 1815489 1897595 958152 2217302 105163 440693 
637292,41200 1571362 1764763 1459130 506954 1085702 1839661 1824935 1679347 1009885 743602 466452 372378 352409 301183 228576 212472 52672 795452 
637705,2080757 1160110 122011 1392456 2237613 2110091 2093891 2069528 2059843 1867308 1862774 1724644 1720218 1610816 1580037 1541020 1505814 1503463 1495411 1464802 1338690 1318951 1304190 1172197 1158319 1100548 1056558 1055945 1048019 994947 970208 965298 949771 848993 817863 785514 721755 702290 567745 506169 321056 298982 281683 230210 229278 169291 119728 117835 109405 95734 23509 
638192,1932009 648368 651073 2014150 842062 121187 1342879 2134857 291206 1989437 1331578 496324 
638214,28551 648311 2235813 698556 1040824 640940 
645278,1503158 1621779 169611 31472 789180 439591 1910786 994669 145266 1012452 1621101 691282 803584 392447 224304 1002640 1899225 150125 145240 
646109,2242002 2214662 2124689 2000925 1975555 1931495 1901772 1829828 1551218 1504548 1475491 1447189 1366888 1317316 1312701 1251707 1164275 1131193 1080312 1068066 872994 723416 703701 418271 377667 352446 
648194,35953 1378673 1188749 318993 1726094 2098876 1654551 1310570 1019026 912644 2092890 1788707 1753102 1707938 1361185 420253 1443284 1044427 1950270 1097741 1667438 2111126 1484119 836004 264289 20417 
649286,2076940 1956077 1748265 1628819 1613077 1515907 1256589 1211538 972562 824118 817818 802988 728454 613450 372135 112030 93115 24145 
649773,2237616 1850341 1579739 1290941 1083001 1064977 1048571 998617 962873 899958 580621 511774 500712 461730 77495 
649835,666915 465613 
651271,987617 490082 572614 1516140 134525 1736984 380643 2174476 2141763 1962400 1842331 1735420 1490846 1297096 1289694 1178172 822153 316493 265511 187632 90470 32651 308341 676723 
651892,1283602 336681 
652017,631252 1948655 411728 1519646 241533 1367475 631222 59671 72140 1957461 927025 870656 1899250 864427 1818777 248110 1501351 783737 42745 289516 1226617 1906558 367952 1033623 1967954 980182 1827200 1201025 791415 490942 1770167 1954021 1870029 233399 405287 564388 495457 2243646 2228889 825573 1413230 723922 219449 1307437 1671136 84517 1348389 445338 1537395 1617204 699940 1314552 793511 2030209 1903791 1379393 345684 1828620 319127 1546608 611871 323138 1180009 2169768 1303863 1949098 196514 307427 775945 2218963 1745334 397881 1137462 739256 1248203 1499801 1157938 1092409 2053133 320598 172118 150832 1603193 2078585 2064089 2045992 2036900 1829505 1364083 1351834 1350510 819822 270776 676174 1135428 1216546 1376886 301247 
652525,293688 293688 
653626,1311252 855074 2098027 2005697 1784416 1722009 1241208 169551 63220 2258964 1158606 743062 1113464 2137641 2119239 1876210 1830106 1690186 1655775 1551957 1429461 1178588 1086563 936326 934488 741411 253038 17740 
654152,201602 956934 2162238 2106947 636197 1869793 536904 1651641 1297803 720715 130430 1095253 826326 801830 2136979 275011 2244195 1119871 2247255 901138 762382 958247 360576 2138608 1670852 1799298 21869 254814 822353 213196 971296 2181852 1575672 1732727 1099056 957293 1920691 1042880 61369 1730088 1605712 914195 185631 729826 407470 
654675,2071107 1823304 1805580 1430990 1324758 1313614 747934 540351 539083 515783 147369 40323 
655307,602537 1039416 1033657 309435 940195 709249 410085 327665 202149 2053218 1890859 996290 1976920 1074398 2184667 1970822 1110350 431480 1552714 847990 1657308 2096256 460217 442078 1243073 89736 1096758 1160621 1959170 1761850 1354815 961598 399908 173973 1120123 601458 158643 1332561 454532 
657668,1187794 73887 1218441 1085018 1096984 1205954 2205350 1512356 1161663 1912232 669868 202613 1520776 655839 1907591 1669169 2211652 1375910 29297 1431612 2129875 267766 1654909 900886 1961662 1864004 1044951 883604 241975 64824 2179903 232520 1746363 275361 2169180 1661214 1376133 1227628 112042 2070445 763433 1869088 1835091 830457 90975 1845391 1739203 1460538 916679 311177 1359912 1332264 470283 1387860 1821032 1233031 1907204 1665102 1501327 971169 610707 280980 1802887 
659406,566353 1779068 1893416 1153405 1874946 76727 343382 112539 90976 1241799 2120366 149217 2081999 570713 295239 1313789 2187981 1674240 1777098 1425614 1836012 702327 774861 633740 2213765 1177073 1472018 2015223 1879699 1759284 1644989 1012239 996237 625673 487565 430242 254302 41099 1794840 378716 930619 944589 1767162 2121670 1130271 663751 1665420 
659799,1542107 1760946 1651655 1532458 2214997 94861 1526253 950873 981344 1420476 379124 1237093 29724 1594808 1389953 1809051 1587684 494864 7387 1936745 1255747 2123576 363116 1007581 1202503 459377 718066 1648668 2078383 445434 1595632 46016 1311947 812257 1217433 465065 195827 725238 1897017 1841895 858230 1290350 668692 532328 2140960 1742724 1395533 1068210 732261 506707 2233577 937215 864730 1697630 93623 2149211 1864267 1834899 1783861 1762687 1710004 1678353 1600947 1526222 1269908 613323 550064 539122 68116 1977007 1961024 1629259 1259774 1243560 954731 817950 610241 97632 1819397 1779563 1842423 338648 1419409 1773337 587532 1953890 329170 1254840 868956 1249808 429228 2000047 1060183 1889031 558811 2169602 285301 912261 72589 410263 14100 1526918 486853 803921 
661002,678887 678887 1213704 1213704 2251020 2251020 1123521 1123521 1314702 7995 7995 2258830 2258830 2208631 2208631 2089143 2089143 2072904 2072904 2045450 2045450 2003656 2003656 1975635 1975635 1974690 1974690 1965154 1965154 1927749 1927749 1858772 1858772 1824490 1824490 1693666 1693666 1627436 1627436 1612312 1612312 1591033 1591033 1495304 1495304 1305052 1305052 1270182 1270182 1162746 1162746 1097269 1097269 981391 981391 924867 924867 880431 880431 841110 841110 778426 778426 778248 778248 736281 736281 729631 618124 618124 616001 616001 478171 478171 465083 465083 440260 440260 429938 429938 398264 398264 381810 381810 312547 312547 287321 287321 277151 277151 251453 251453 233687 233687 149502 149502 118931 118931 101901 101901 47707 47707 45727 45727 2257181 2257181 2252910 2252910 2251413 2251413 2247500 2247500 2241511 2241511 2238911 2238911 2235794 2235794 2228630 2228630 2227205 2227205 2225127 2225127 2211629 2211629 2205028 2205028 2200649 2200649 2199290 2199290 2198102 2198102 2191585 2191585 2186464 2186464 2185776 2185776 2181105 2181105 2178204 2178204 2167113 2167113 2166334 2166047 2166047 2162453 2162453 2158470 2158470 2151198 2151198 2146595 2146595 2127399 2127399 2126268 2126268 2118855 2118855 2113154 2113154 2111292 2111292 2110654 2110654 2108724 2106114 2106114 2105019 2105019 2102432 2102432 2100093 2100093 2099629 2099629 2096024 2096024 2091622 2091622 2083840 2083840 2080074 2080074 2077366 2077366 2076750 2076750 2076388 2076388 2076048 2076048 2069261 2069261 2065033 2064356 2064356 2060039 2060039 2059770 2059770 2049522 2049522 2045213 2045213 2042044 2042044 2040430 2040430 2037464 2037464 2034233 2034233 2030413 2030413 2022170 2022170 2021932 2021932 2014885 2014885 2011972 2011972 2011403 2011403 2010836 2010836 2007850 2007850 2007626 2007626 2005053 2005053 2004361 2004361 2003548 2003548 2003299 2003299 2002038 2002038 2001425 2001425 1992067 1992067 1991527 1991527 1989588 1989588 1985053 1985053 1980202 1980202 1976403 1976403 1969660 1969660 1968012 1968012 1966835 1960497 1960497 1952974 1952974 1945367 1945367 1939914 1939914 1936535 1936535 1934350 1934350 1933780 1933780 1928559 1928559 1925356 1925356 1921572 1921572 1920699 1920699 1909785 1904787 1904787 1900827 1900827 1900053 1900053 1894932 1894932 1892946 1892946 1889349 1889349 1878112 1878112 1862417 1862417 1855489 1848079 1848079 1838602 1838602 1836266 1836266 1835876 1835876 1834762 1834762 1834261 1834261 1831139 1831139 1827854 1827854 1822340 1822340 1806261 1806261 1800628 1800628 1799562 1799562 1794082 1794082 1789381 1789381 1787884 1787884 1786835 1786835 1781681 1781681 1769127 1769127 1767371 1767371 1755992 1755992 1751012 1751012 1750003 1750003 1746896 1746896 1744259 1744259 1743374 1743374 1742243 1742243 1738611 1736606 1736606 1729175 1729175 1726242 1726242 1723682 1723682 1714161 1714161 1713811 1713811 1701182 1701182 1699915 1690535 1690535 1689601 1689601 1689324 1689324 1689247 1689247 1687829 1687829 1685330 1685330 1681546 1681546 1679843 1679843 1679528 1679528 1672623 1672623 1671715 1671715 1666826 1666826 1664268 1664268 1658995 1658995 1656574 1656574 1653125 1653125 1651504 1651504 1651037 1650673 1650673 1649887 1649887 1645109 1645109 1640612 1640612 1610608 1609850 1609850 1607205 1607205 1604283 1604283 1593806 1593806 1590078 1590078 1589027 1584706 1584706 1581514 1581514 1568645 1568645 1560847 1560847 1560805 1560805 1556677 1556677 1552319 1552319 1551606 1551606 1550316 1550316 1548205 1548205 1546266 1546266 1544309 1544309 1538372 1538372 1537556 1537556 1529420 1529420 1527345 1527345 1520904 1520904 1509273 1509273 1503876 1503876 1484806 1484806 1484434 1484434 1482921 1482921 1482841 1482841 1481590 1481590 1481400 1481400 1480795 1480795 1475253 1475253 1472394 1472394 1465878 1465878 1464504 1464504 1457120 1457120 1456740 1456740 1456334 1456334 1456160 1456160 1455668 1455668 1454962 1454962 1453929 1453929 1452562 1452562 1452490 1452490 1449965 1449965 1449230 1443264 1443264 1439952 1439952 1438900 1438900 1437253 1437253 1432920 1432920 1403777 1403777 1402677 1402677 1383731 1383731 1378909 1378909 1375884 1375570 1375570 1374562 1374562 1370015 1370015 1365419 1365419 1353075 1353075 1349892 1349892 1344999 1344999 1344992 1344992 1344002 1344002 1339880 1339880 1335726 1332585 1332585 1324274 1324274 1322479 1322479 1319879 1319879 1308693 1308693 1303548 1303548 1302602 1302602 1298783 1298783 1281116 1281116 1275890 1268223 1268223 1267491 1267491 1262400 1262400 1262095 1262095 1261294 1261294 1255912 1255912 1254411 1254411 1251020 1251020 1250200 1250200 1247089 1245618 1245618 1243255 1243255 1235392 1235392 1233145 1233145 1230741 1230741 1228049 1228049 1223419 1223419 1221975 1221975 1216391 1216391 1214966 1214966 1214147 1214147 1205304 1205304 1205111 1205111 1193431 1193431 1192446 1192446 1190439 1190439 1190115 1190115 1189951 1189951 1185093 1185093 1180830 1180830 1174652 1174652 1169671 1169671 1161092 1161092 1158767 1158767 1152418 1152418 1150393 1150393 1140777 1140777 1140540 1140540 1131049 1131049 1129943 1129943 1129415 1129415 1125995 1125995 1123098 1123098 1118776 1118776 1118182 1118182 1115636 1115636 1114782 1111647 1111647 1109629 1109629 1102422 1102422 1096549 1096549 1094138 1094138 1088040 1088040 1084496 1084496 1082907 1082907 1082662 1082662 1074726 1074726 1073622 1073622 1065801 1065801 1064455 1064455 1063076 1063076 1054930 1054930 1039781 1039781 1039127 1039127 1035650 1035650 1028482 1028482 1025403 1025403 1025070 1025070 1023822 1023822 1019743 1019743 1017213 1015481 1015481 1009494 1009494 1009359 1009359 1000870 1000870 996867 996867 995559 995559 994401 994401 993952 993952 992299 992299 990909 990909 969229 969229 969020 969020 967282 967282 967096 967096 965098 965098 945207 945207 940638 940638 937578 937578 928138 928138 923561 923561 922935 922935 921866 921866 917506 917506 912782 912782 911862 911862 910248 910248 897892 897892 895110 895110 893730 893730 892298 892298 891501 891501 884689 884689 884558 884558 880601 880601 875472 875472 870336 870336 855658 855658 849844 849844 846385 846385 843469 843469 833470 833470 829220 829220 828972 828972 826260 826260 825067 825067 822245 822245 809320 809320 807287 807287 803653 803653 800104 800104 792807 792807 790731 790731 788305 788305 787682 787682 781244 781244 776731 774166 774166 764585 763061 763061 757031 757031 753606 753606 748510 748510 745998 745998 737522 737522 736596 736596 730037 730037 728066 728066 721902 721902 717713 717713 704909 704909 703109 703109 695018 695018 694157 694157 694070 694070 689147 689147 687491 687491 681039 681039 656568 656568 656300 656300 653729 653729 650741 650741 649263 649263 641994 641994 635951 635951 629520 629520 607827 607827 598389 598389 594110 594110 587293 587293 586272 586272 583636 583636 580870 580870 578376 578376 574144 574144 571162 571162 566785 566785 558763 558763 556903 556903 556594 556594 554394 554394 553839 553839 550168 550168 549558 549558 544112 544112 542919 542919 539506 539506 537104 537104 528435 528435 525219 525219 518383 518383 511789 511789 507673 507673 507278 507278 503179 503179 502686 502686 502138 502138 502077 502077 501398 495172 495172 494280 494280 484489 484489 477610 477610 474860 474860 471489 471489 470480 470480 467451 467451 456851 456851 454725 454725 453824 453824 444867 444867 443940 443940 442810 442810 431241 431241 428401 428401 422012 422012 417775 417775 415381 415381 413213 413213 412355 412355 409495 409495 402902 399367 399367 397043 397043 393906 388364 388364 386362 386362 385194 385194 382332 382332 380730 380730 380567 380567 378401 378401 373147 373147 367896 367896 363258 363258 357988 357988 357344 353487 353487 340673 340673 338230 338230 338153 338153 332838 332838 331564 331564 331314 331314 329872 329872 324928 324928 315065 315065 313032 313032 312464 312464 302086 302086 290036 290036 287008 287008 275301 275301 274366 266309 266309 263091 262117 262117 262001 262001 253503 253503 245966 245966 236082 236082 208447 208447 198458 198458 196059 196059 195674 195674 176091 176091 170715 170715 165533 165533 159006 159006 147758 147758 146877 146877 143866 143866 133802 133802 129754 129754 127104 127104 125396 125396 115415 115415 111042 111042 109964 109964 108714 108714 108510 108510 105404 105404 104092 104092 98543 98543 97047 97047 89223 89223 77617 77617 74884 74884 74665 74665 69325 69325 66148 66148 64419 64419 62235 57367 57367 50630 50630 44607 44607 34179 34179 28236 28236 26700 26700 22165 22165 21543 21543 18492 18492 13087 13087 11477 11477 7118 7118 404104 404104 1646817 2169814 2169814 2043375 2043375 1866472 1866472 1854776 1854776 1769456 1769456 1614692 1614692 1480657 1480657 1452325 1452325 1385781 1385781 1294174 1294174 1269373 1269373 1251127 1040584 1040584 697399 697399 455577 455577 319376 319376 304270 304270 172553 172553 121408 121408 2047969 2047969 1993523 1993523 1337895 1337895 1304629 1304629 1302197 1302197 815380 815380 605174 605174 324808 324808 262094 262094 145626 145626 132420 132420 361976 361976 185317 185317 1553335 1553335 2058502 2058502 1111589 1111589 
661196,652756 613959 1965800 593777 1447955 901124 229774 1350370 589046 1256743 767186 446722 1883669 1141193 653530 812441 957584 1039612 1807662 293302 2223042 532435 1673446 157171 2257219 2224119 2104420 1113602 338044 2205707 2040650 972924 597276 1933491 132723 1571993 1030714 224489 1128134 1107080 852471 1108348 699155 424791 1570297 2115754 1451139 14528 1928376 454251 694152 1626842 1442938 904335 1496371 38260 2106951 1875047 1496867 1480242 1386955 277201 940406 168701 1520094 1990787 1811544 1075097 739128 2168624 1797713 1096616 114204 702585 2012366 1741062 1729974 365745 43493 1791714 716581 1400763 1309770 1023947 694729 257428 1493075 1558017 1665250 997151 768613 628283 305190 519167 480629 1635182 270130 352016 1870019 71030 1682414 1111003 1410280 191251 224058 280618 1011509 722537 1405235 1309175 1993553 251076 1017012 994236 1442174 1862910 60037 494699 655180 1828468 1344520 1455028 961977 600515 1345749 868512 1693236 
661265,1483424 2132598 566804 1737920 919671 1469336 650344 1587978 1811613 1089899 1082792 343739 1428762 185678 1327686 1825283 530310 1192934 1102906 1596610 1610303 2095348 796009 91024 386887 1133509 1274611 1626048 627418 1153494 1941777 1191792 1291190 2232411 1253760 2028704 1902285 1091426 268374 1805120 1696722 536997 1344794 295600 252800 2146164 2005265 786352 533906 1483606 2221410 1282531 344894 332308 892358 1235124 1444452 1021458 280972 39071 1383532 1290321 410307 2151232 561775 430206 527560 397746 227453 1582946 2105598 834180 1181297 472007 408211 1269294 658487 80480 1263767 431127 3463 
661761,776245 1683152 788996 1629564 1982448 1195031 831306 713299 2214777 1938563 897719 1748563 1098714 687305 566882 1909403 1737559 1152266 1973759 2093240 725573 660952 624886 1766903 124991 
661949,1809369 852161 294549 1687998 112167 924845 53127 520087 1496958 2117941 427748 1823328 136657 1118706 612572 219906 2253865 1223325 1644693 1351921 1097534 477973 1785280 1524134 683166 981877 224133 866804 1367473 1918367 607285 217195 216283 2255599 933391 306924 1063509 16037 328479 1910937 2222246 402014 463472 289564 773834 600987 1133405 1862480 1909560 1582833 2161451 884937 19188 1116681 504378 564118 794618 1638392 2030844 722228 2041669 2203973 2223068 
662366,988686 2220076 1582834 812961 
662854,2086227 857006 1328640 567179 2230652 1623205 2054688 2138075 1310352 1088336 893994 757871 647536 538096 344195 153934 8981 1999274 1371015 1453608 1979445 689706 346266 27915 1038843 602444 1684655 2533 365272 642768 1616384 677726 926504 608940 710361 1864923 1031397 465800 295068 709782 1945861 1029485 1023209 677233 179526 1624298 1711724 241437 1457993 477609 1833022 18773 88438 2218809 609505 1733251 2212545 2021109 840424 1024927 180718 1434619 2078566 1784019 1142473 399749 399324 142804 49884 33767 1278987 746897 875278 44425 1673784 1969670 2151192 1248180 573736 449392 132262 1625456 978019 105873 2023940 1815794 1887390 436673 62259 2207594 244857 1984654 384727 1868617 215068 2209509 334031 1468358 1579456 875220 1448809 269316 1610604 1517145 433223 1729142 2107690 737076 820106 1234836 1934940 1171010 1859731 2108872 1816790 
664346,1250245 15033 1121977 711570 267127 1613555 1982809 1168320 1492615 4439 714426 230797 898004 2121545 2105059 1935816 1854057 1341181 1325283 269426 225732 725391 628150 2095199 1822132 1951707 701734 1334070 1224656 729711 712249 202592 1050556 2060692 511867 1427731 545680 1813194 1774514 944353 1527099 800600 1015754 2777 1484484 
664477,1080427 525184 272912 2221187 2179573 2163089 2125687 2122164 2026310 1990346 1984272 1945332 1936344 1897341 1784445 1757293 1721415 1683504 1571294 1549848 1546868 1522411 1518310 1472143 1441529 1303716 1250158 1249483 1196017 1174186 1152147 1147597 1102782 1092117 1065806 1052224 946435 922495 912168 879462 846528 782404 767672 741056 731506 657854 438813 435551 433172 306399 265362 226996 209638 188355 171509 115251 69879 47183 21919 
665472,1087641 409008 1143477 1136542 2223510 802198 88449 738427 942629 1354637 950454 
667155,1052036 2167710 391521 2118041 1299401 552424 1786444 1569295 773817 1039480 2101806 988293 141268 842945 1703815 814917 1379183 558912 2055233 1643772 1226279 641127 1558990 1786566 1172981 433370 1996154 777617 868152 1957132 2050003 1869771 1608864 1915454 856897 1106132 1129919 1387741 1967427 1571728 1000610 510580 418181 1817541 558798 1572256 1089263 1200330 538714 955763 725548 324944 908558 2224828 2227507 1302531 893615 1773641 112326 135066 1308860 1040926 1367148 776030 633856 333450 2103852 1530379 783514 1656430 133592 1895228 1142312 1300781 2114137 1014178 329923 906447 2218792 1790417 1281869 718575 608326 1015904 161569 584042 2182867 986957 1817052 2003140 1960305 2132669 1507042 1458213 1243662 497123 137076 1961144 1092804 957655 1689815 2204120 2044503 1841651 1137080 756752 867631 326663 374049 73349 1580891 1428840 2154284 1853283 198622 948604 809556 230928 775189 584002 11038 1823388 1757181 1721514 1032037 874100 586177 1453469 
667190,977173 2222430 2216805 2204720 2187936 2182743 2174609 2164719 2143013 2137415 2125787 2114794 2102227 2096043 2084793 2078989 2065855 2061642 2046366 2037812 2020819 2010839 1992730 1991694 1991235 1954002 1948734 1947539 1879825 1861422 1832365 1827703 1802279 1767170 1765082 1762313 1746730 1721809 1716680 1671133 1606210 1562341 1532335 1501917 1440202 1424926 1412530 1377011 1365610 1331275 1319040 1304846 1287899 1275653 1240713 1223990 1223158 1222488 1188682 1170237 1156579 1137140 1119042 1098216 1056159 1053254 1047041 991341 933271 928064 869160 863515 774572 754396 746603 743568 701772 642284 610194 598939 589675 570321 531734 523661 518041 458993 431441 409601 399920 398450 385191 372491 304409 264373 240550 229747 211901 193805 183920 165316 161663 130628 121942 117331 92466 48574 35530 34176 34025 33510 29684 
668881,1489911 1661121 1654776 1605520 1370460 1327783 1321887 980473 583625 386849 23026 
669706,245828 783413 178418 1575372 933010 2055844 1233476 1323439 691696 380018 493175 
669863,811743 1957022 1197804 1400425 1913903 164297 279397 1595388 1432780 376424 1855859 1806878 173819 1074175 958496 1482715 1481397 1142291 823239 
670097,1333978 2085582 977284 868435 127774 689659 2257263 978620 1799702 1373711 365657 38470 1878070 131319 1488248 785958 588374 1830367 1577547 1640492 2133097 12150 745205 229505 2043829 1217278 1563232 2018392 1105792 2085531 1815684 690810 1595339 406446 1906901 60557 1382021 
671400,639431 1770796 80847 1178715 1203616 931224 2142915 1839495 1679939 573359 1990855 624312 312068 1432188 790185 1961300 1902184 116295 1579112 475679 918428 105473 1431550 1962572 1879472 1605430 1474099 614134 2092436 787876 2258174 78828 1459875 1372921 1004802 324698 1053610 1784013 837260 705456 2037826 670157 
672390,1432986 1300616 2025221 1835814 1564944 615355 1644934 1586374 1174280 1099478 1013559 961487 70555 2144186 361739 96106 1266989 946326 2147037 1767186 1751450 1664433 1814681 701550 455877 1893018 1424862 1961914 1337032 530985 402443 592903 2010316 1984327 1736603 1642822 2013827 2073713 996178 1659320 724540 1778568 1106357 1937601 1405495 457239 1715338 381197 993933 684172 274804 1093985 2053260 1697095 504146 1293136 1280536 1540023 1482365 1997126 1848981 1161457 1197654 1756516 1686434 1502165 1373601 1321367 576302 2201118 2225359 1790185 813781 1076548 860493 882181 1637226 163031 630105 301589 2124826 2114500 322123 22966 1408720 1402311 241456 1660276 308187 1035066 481665 186499 1171143 963146 1934895 1750058 1195226 343238 85873 1813507 439876 828159 785890 714768 1956166 1309505 1597730 1723448 316693 1959635 936081 917056 635578 393324 1368819 817898 2011454 659779 36348 6435 1867490 2065652 1611439 1674042 1207650 1584854 188194 72645 981897 1001333 2091254 1275444 1457432 746872 1859884 808484 1078310 359798 2025377 
673571,1904821 1901606 1901606 1160787 1007521 1007521 909461 909461 
674031,2162296 2112059 958535 278560 121189 
675864,2247497 2210862 2205123 2181000 2129535 2091277 2090582 2025087 2014661 2012651 2003301 1983890 1966139 1911250 1894776 1850830 1841068 1712735 1684592 1682457 1655205 1618796 1609425 1445045 1429512 1418464 1381379 1340912 1338859 1328212 1285247 1247982 1194148 1157600 1128795 1119250 1099650 1093026 1092482 1057928 1040527 1012494 982248 968914 961643 894446 884674 868639 835730 784426 727789 715841 711082 689480 679306 668706 614704 550426 539907 536574 514400 486593 458715 454446 437837 429865 427842 414585 405027 340679 332363 282261 272662 212778 195104 170826 166853 162886 98826 90025 15127 15127 
675954,833749 1702705 587344 428957 1580166 2233622 1870749 1615404 1509119 1677649 545937 2051848 52128 2147403 1321064 1193835 1109730 895592 1689606 1532222 1488424 1263187 1957457 1859945 1004208 1540396 1500127 
678338,177396 1626141 63144 1446326 192887 1072158 179289 1483170 593166 567058 2217866 1310192 137883 2054056 1376300 1038186 830306 2237544 1007731 708743 2226872 1612368 1761194 1697365 1897144 752944 980481 1430018 1110345 1319847 1443228 1820314 1358828 524125 792881 1535428 624909 474826 828046 368489 1330754 
678903,1434563 631920 36512 1649398 1445445 339608 
679226,570994 369424 1862540 1564984 680361 558033 110133 95994 
679573,1587144 1190377 2083856 1462461 1575854 2099636 163662 273990 1238872 574413 831227 1764575 348947 2015417 1624156 1673984 1761243 1407022 1435645 807415 299800 1413778 971501 403017 403017 813335 1682695 1660237 446307 1562595 201015 1667401 1805940 1021825 1023299 394751 492344 219565 70961 1309881 2175334 1677487 2210795 1991701 1627163 1160594 1023833 379550 28746 1657941 588545 1640249 1065891 932053 803786 1703498 1206554 804241 1573125 1041150 105884 2169684 2146610 2128198 2087175 2087175 2077996 1976934 1836708 1466282 1296064 1217886 1122849 995315 870458 787222 781133 711447 574197 1938220 1671123 634001 1250690 1235227 998682 1179186 900268 227184 1349317 1280776 1886731 1022682 854192 1234651 853935 147441 1759289 692528 1074518 
680570,2082689 2021885 2151442 1463426 1913275 688911 1257871 857796 1310846 1311783 341418 1003140 937914 217703 923453 158085 1622346 1962883 1324025 2087419 1739467 786464 198477 31803 142372 176786 415969 894468 311349 870571 710214 2145066 1921120 781943 714597 536201 90969 1717799 1220769 1794417 828484 44758 332725 987331 1716379 98789 847023 
681588,2254589 2242198 2144060 2103569 2091872 1994945 1962210 1926351 1890813 1866966 1812442 1792707 1788789 1617160 1581866 1570968 1562892 1561083 1529044 1476613 1470291 1464363 1421790 1416072 1348154 1309577 1265888 1257449 1201069 1192659 1173845 1165059 1151737 1107535 1095425 1039084 1020380 1012672 975437 962813 958615 950912 901284 766896 707585 683956 662587 590507 474254 458185 437643 425231 389838 338343 258783 202530 195889 191897 145953 133665 133016 119142 76875 71271 23446 
682804,904239 181315 35373 1894122 1920735 336108 2094749 106985 434435 606815 1148110 1075701 614826 1455244 1795605 1403671 427915 677953 1519788 1055382 633412 1904643 
684988,928671 1728167 900200 703830 2091195 2004606 2234631 280542 
689374,2060848 1595303 781830 2143884 1256490 2115616 2062541 1728000 1692845 793122 1839958 615684 318868 
691129,2258113 2205464 2088693 2080126 1987511 1853276 1839103 1784948 1783374 1749191 1742152 1692832 1688605 1679126 1629545 1625964 1549854 1459658 1441299 1422548 1364571 1330066 1315992 1292820 1220426 1215241 1075819 1071661 1062974 999006 858119 857094 844477 673120 665311 631085 618650 449988 384335 380444 329890 286791 217791 189855 161780 158779 150418 148568 94362 48607 
691302,2183254 1255005 821671 342570 1139887 1349679 2161373 1961892 1171539 1749183 1220112 747979 372540 945294 899506 1727272 2062531 2192192 2140307 2064327 1921343 1782646 527004 907285 1884408 1532313 791988 726287 253266 730600 2129140 1188624 2000133 1908944 1593850 306465 196127 1833748 540776 106011 2076587 1523111 566595 2122291 1393192 1092427 2022340 1691005 699128 2008999 293135 422147 1828579 1606211 186859 2098581 1008859 969377 473562 487547 326381 1284126 2154448 618239 1707638 1771352 1407837 2244169 2250160 2187186 1938752 1566194 1550811 1409148 1234082 924711 768216 203764 103880 103716 2187810 1869579 1521186 1140057 547223 195718 2064965 695637 567789 482584 1547741 2205530 2127186 1236156 2129293 31234 832108 2002624 1911203 1419370 265302 1263117 1655992 2085561 1112564 1876573 2191155 1966620 1964649 290847 259619 539373 301524 1504232 1190431 224637 1406820 382407 2149374 2118750 2097601 1681903 1445830 775778 695785 694154 650836 963807 502812 818367 422347 
697312,2149137 1794486 
697602,1039171 786866 49909 1621650 523361 2033107 2143850 196057 1988354 1740247 1459497 68148 940392 1427895 2041978 124976 537134 1043256 1972050 532487 1403867 1403867 2046338 1358539 1277973 509324 1575546 36514 1061736 605315 704758 1434155 834859 758616 152131 1658805 552724 973471 2044139 1307657 593142 986130 817082 1834672 1964499 2200342 2121986 1257260 1880850 1773620 695455 353642 1050780 1638376 1123778 156726 173402 483359 309254 1527375 1415683 1390576 1238069 1269702 33756 1710092 1665663 1464255 1187620 804742 572369 372178 169026 93180 1833558 290983 316709 262123 1183904 1875405 750285 576450 
698846,80303 358375 831132 2255378 682104 1477961 2017896 1323952 353983 942019 1631863 2006526 2207679 373553 433743 2170209 1011239 902412 332458 344046 1234647 2142795 1676382 1028066 915738 2196955 1094818 564668 2171221 1506674 1403680 2031448 369908 1674475 1114049 1786831 1671223 2123621 2138502 327149 1658080 1471594 732529 168710 2060405 320007 1943534 409138 657979 1335921 1479986 1859487 1436268 753608 1050567 1672070 1625092 961647 1106914 470541 1525885 1864836 1921728 381267 350469 27172 2149195 434435 284933 2007368 247338 1403671 47652 1676074 1044936 572492 1055382 633412 
699608,1812501 1738638 936006 1748621 180072 1599499 2245457 1667916 2227687 1716752 912482 898631 399212 930917 1686596 518815 1549689 1530350 2145784 174573 1841878 1339087 1271887 1868018 1204687 1169676 1383347 2018192 345415 146787 
701685,324840 1612375 1669138 1166605 2169223 1946506 1816390 1667911 1374821 1276957 1229743 1039448 891315 883876 841531 833661 575833 561295 548613 538847 422966 215552 74636 54413 46008 16052 5699 930370 
